,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.533958494663,2.33691887183e-19,1.48870672734e-11,2.95090397885e-23,3.37047406374e-16,2.38902809679e-18,3.04177228827e-06,1.50625443108e-12,4.85472834079e-14,0.466005861759,3.12938147617e-11,5.07009872308e-07,1.39433885445e-12,6.7398409076e-10,6.29408610234e-17,3.20428043779e-05
1,1.0,1.97229487245e-14,6.43377913893e-20,8.75115904637e-29,1.78998552408e-21,8.75121031196e-10,1.2260739873e-19,1.46826962722e-19,5.39285055264e-22,4.73249350864e-20,6.85754951833e-15,4.85453894423e-15,6.24157092815e-19,2.63874135885e-16,2.93651262956e-19,1.97238750137e-23
2,0.261480987072,0.427048772573,3.74398219094e-08,3.91590260218e-10,1.22171295303e-08,9.584197187e-07,2.45620079831e-09,1.21619990523e-07,8.26573156587e-08,4.76493983159e-11,0.301274329424,3.62174105248e-05,6.76325782933e-07,4.90952879773e-05,0.0101085081697,1.55274506142e-07
3,0.999370515347,1.10368190281e-11,3.05793964369e-13,1.1146368816e-21,4.62859695798e-21,7.16215211582e-08,2.90385163831e-11,7.75740311831e-13,5.5542869859e-07,0.000628824345767,5.99230554066e-10,1.01576025369e-09,8.96303430781e-12,2.74414453834e-12,3.11335033046e-16,1.96183638224e-08
4,0.0268432945013,1.92584659331e-09,4.7415550597e-08,5.87363653808e-13,1.7552490017e-10,8.44418156546e-15,0.959917962551,3.24746812774e-10,1.49311569222e-15,0.0130558162928,9.24713640416e-06,0.000151769490913,1.08364988094e-08,7.98253040557e-06,8.88048035108e-09,1.39218200275e-05
5,0.0340042375028,0.000902154599316,2.76076494998e-08,1.15487937364e-05,2.98175848457e-08,3.0976691481e-13,8.88701265467e-07,9.12686118681e-06,0.00588728254661,9.58602777246e-06,0.000485252850922,0.00216415314935,3.61297929885e-06,0.956088006496,1.59217267992e-06,0.000432531058323
6,0.999858617783,8.0255660377e-18,6.73882273653e-17,2.45452922078e-20,6.94168514217e-17,0.000141380471177,1.33519759241e-19,4.95880870003e-15,1.47546402853e-16,5.69224073831e-17,4.25533497328e-11,1.29426269702e-09,1.73889273096e-16,6.87648072165e-13,8.40721559181e-20,5.35267690292e-15
7,0.999788939953,1.37857059102e-08,4.27861034363e-13,7.84760937857e-17,1.06924677445e-11,0.000180725270184,1.92820450362e-13,1.02140247649e-10,6.46063202936e-11,1.29178709396e-10,3.89771003029e-06,2.59479729721e-05,4.35351789341e-11,5.06285232404e-07,1.45758197179e-10,4.60249810486e-10
8,1.0,1.75591132745e-08,3.77914676143e-15,4.50436007872e-17,8.17768355973e-17,3.51547346789e-10,9.94772772728e-15,3.07929036273e-14,4.90927124866e-15,3.65676450906e-20,1.47057042099e-08,6.14385695097e-11,4.16926049078e-14,3.70065170998e-13,1.20362941836e-10,2.19211994401e-17
9,0.0246800612658,3.93155516823e-12,7.08498815172e-09,6.38939985989e-12,2.34087055295e-11,0.00250326050445,3.29937049903e-10,4.3491534818e-09,1.8638770527e-09,0.971561431885,1.08214441852e-08,8.53865785757e-05,1.01341148806e-08,8.50923015605e-07,0.00116898259148,4.01638278191e-09
10,0.279402941465,0.213647454977,2.95025813557e-07,0.227922022343,1.61238167493e-05,3.29005658273e-08,2.43578438669e-11,1.69378279224e-06,0.278971612453,5.49587708676e-09,1.9635720605e-07,3.82042003366e-07,1.0497006997e-06,1.50760197357e-05,2.11170245166e-05,1.33396875768e-08
11,0.986208796501,0.00249974057078,3.3826786705e-08,0.000143431214383,9.86709096651e-07,1.53557500049e-09,4.00061617256e-05,1.4297158657e-07,7.76802153268e-06,6.1659561652e-06,0.0101685281843,1.53463890484e-08,5.77366634502e-08,0.000133792345878,0.000790742051322,1.28233090379e-13
12,0.000522641639691,5.64832043892e-05,2.89886614713e-10,2.77078953559e-07,1.35930122269e-06,3.08679118461e-05,2.18963723455e-05,1.47622712665e-11,2.91546758957e-10,0.999366343021,1.04364306086e-09,2.70316126254e-12,4.40091074694e-10,1.05299761965e-11,1.80703565889e-07,6.43602708706e-22
13,0.0192431192845,6.34144817013e-05,3.44595063595e-09,0.00433504814282,0.170616596937,0.804288387299,4.30698445658e-12,1.18134188654e-07,1.28669298647e-05,0.000100032113551,7.46824269093e-10,0.00134047155734,2.65288981893e-08,4.89989826491e-09,2.54983482245e-11,1.51180079566e-09
14,0.745634436607,0.22280614078,7.72975965901e-07,9.99946436764e-09,4.31781882071e-06,4.3880099207e-12,0.000153541637701,6.69519477015e-06,0.013864996843,0.0040868697688,1.57124686666e-05,0.00186343898531,1.11875924631e-05,7.96468521003e-05,6.20741392315e-12,0.0114721944556
15,1.0,2.07721904591e-14,3.17026498882e-17,2.62734049067e-24,3.37957171045e-18,1.02519912559e-08,3.30586212583e-16,1.24366456205e-17,3.43062354817e-23,5.01108185607e-16,5.31752593347e-13,3.27665006239e-10,3.75263819036e-17,1.42720663982e-14,2.77290328373e-20,4.79178100261e-15
16,1.36053581595e-11,6.19433532245e-11,4.23330973412e-14,2.08572383772e-17,1.10424837185e-15,1.23625146866e-15,9.19844712552e-14,3.89152089459e-13,2.02113499548e-11,0.997373223305,7.55035140312e-13,6.96801993882e-09,6.29980117552e-13,7.18139957223e-12,2.06521838476e-13,0.00262679741718
17,0.844870507717,8.3735149019e-06,7.40544550126e-08,0.12803632021,0.0265509653836,1.64425883255e-14,3.31975957124e-06,1.01453636603e-07,0.000141711585457,3.74877622278e-08,6.25665188636e-06,1.0611697121e-07,2.40607711532e-08,1.52451153923e-08,0.000382270576665,8.83597258946e-14
